==========================================
SLURM_JOB_ID = 7188735
SLURM_JOB_NODELIST = b22-22
TMPDIR = /tmp/SLURM_7188735
==========================================
Using GATK jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar GenotypeGVCFs -R Kr2015_Undaria.pinnatifida_superscaffolds.fasta --sequence-dictionary Kr2015_Undaria.pinnatifida_superscaffolds.dict -V gendb://0016-scattered.interval_list_data -O 0016-scattered.interval_list.vcf.gz
11:34:19.467 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home1/mharden/.conda/envs/gatk4/share/gatk4-4.2.2.0-1/gatk-package-4.2.2.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
Jan 21, 2022 11:34:19 AM shaded.cloud_nio.com.google.auth.oauth2.ComputeEngineCredentials runningOnComputeEngine
INFO: Failed to detect whether we are running on Google Compute Engine.
11:34:19.573 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:19.574 INFO  GenotypeGVCFs - The Genome Analysis Toolkit (GATK) v4.2.2.0
11:34:19.574 INFO  GenotypeGVCFs - For support and documentation go to https://software.broadinstitute.org/gatk/
11:34:19.574 INFO  GenotypeGVCFs - Executing as mharden@b22-22.hpc.usc.edu on Linux v3.10.0-1062.4.1.el7.x86_64 amd64
11:34:19.574 INFO  GenotypeGVCFs - Java runtime: OpenJDK 64-Bit Server VM v1.8.0_302-b08
11:34:19.574 INFO  GenotypeGVCFs - Start Date/Time: January 21, 2022 11:34:19 AM PST
11:34:19.574 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:19.574 INFO  GenotypeGVCFs - ------------------------------------------------------------
11:34:19.575 INFO  GenotypeGVCFs - HTSJDK Version: 2.24.1
11:34:19.575 INFO  GenotypeGVCFs - Picard Version: 2.25.4
11:34:19.575 INFO  GenotypeGVCFs - Built for Spark Version: 2.4.5
11:34:19.575 INFO  GenotypeGVCFs - HTSJDK Defaults.COMPRESSION_LEVEL : 2
11:34:19.575 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
11:34:19.575 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
11:34:19.575 INFO  GenotypeGVCFs - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
11:34:19.575 INFO  GenotypeGVCFs - Deflater: IntelDeflater
11:34:19.575 INFO  GenotypeGVCFs - Inflater: IntelInflater
11:34:19.575 INFO  GenotypeGVCFs - GCS max retries/reopens: 20
11:34:19.575 INFO  GenotypeGVCFs - Requester pays: disabled
11:34:19.575 INFO  GenotypeGVCFs - Initializing engine
11:34:20.108 INFO  GenomicsDBLibLoader - GenomicsDB native library version : 1.4.1-d59e886
11:34:20.390 info  NativeGenomicsDB - pid=101241 tid=101242 No valid combination operation found for INFO field InbreedingCoeff  - the field will NOT be part of INFO fields in the generated VCF records
11:34:20.390 info  NativeGenomicsDB - pid=101241 tid=101242 No valid combination operation found for INFO field MLEAC  - the field will NOT be part of INFO fields in the generated VCF records
11:34:20.390 info  NativeGenomicsDB - pid=101241 tid=101242 No valid combination operation found for INFO field MLEAF  - the field will NOT be part of INFO fields in the generated VCF records
11:34:20.585 INFO  GenotypeGVCFs - Done initializing engine
11:34:20.621 INFO  ProgressMeter - Starting traversal
11:34:20.621 INFO  ProgressMeter -        Current Locus  Elapsed Minutes    Variants Processed  Variants/Minute
11:35:41.657 INFO  ProgressMeter -         LG08:9002025              1.4                  1000            740.4
11:35:51.722 INFO  ProgressMeter -         LG08:9058227              1.5                 56000          36882.1
11:36:11.373 INFO  ProgressMeter -         LG08:9091357              1.8                 86000          46590.6
11:36:21.432 INFO  ProgressMeter -         LG08:9163512              2.0                145000          72013.3
11:37:02.690 INFO  ProgressMeter -         LG08:9216566              2.7                185000          68489.3
11:37:12.787 INFO  ProgressMeter -         LG08:9282787              2.9                245000          85382.7
11:37:32.281 INFO  ProgressMeter -         LG08:9309525              3.2                271000          84837.7
11:37:42.372 INFO  ProgressMeter -         LG08:9375676              3.4                333000          99033.5
11:38:22.821 INFO  ProgressMeter -         LG08:9402337              4.0                358000          88687.0
11:38:32.985 INFO  ProgressMeter -         LG08:9480821              4.2                425000         101044.5
11:38:54.670 INFO  ProgressMeter -         LG08:9553852              4.6                480000         105090.7
11:39:04.670 INFO  ProgressMeter -         LG08:9643434              4.7                549000         115965.9
11:39:44.597 INFO  ProgressMeter -         LG08:9689959              5.4                582000         107785.8
11:39:55.381 INFO  ProgressMeter -         LG08:9762767              5.6                649000         116322.1
11:40:18.125 INFO  ProgressMeter -         LG08:9799511              6.0                682000         114460.3
11:40:28.546 INFO  ProgressMeter -         LG08:9884317              6.1                751000         122470.6
11:41:08.635 INFO  ProgressMeter -         LG08:9913827              6.8                780000         114701.9
11:41:18.657 INFO  ProgressMeter -         LG08:9983535              7.0                848000         121712.0
11:41:39.726 INFO  ProgressMeter -        LG08:10006404              7.3                868000         118604.9
11:41:49.755 INFO  ProgressMeter -        LG08:10081852              7.5                930000         124239.1
11:42:30.131 INFO  ProgressMeter -        LG08:10127665              8.2                971000         119017.0
11:42:41.005 INFO  ProgressMeter -        LG08:10206599              8.3               1049000         125783.4
11:42:56.101 INFO  ProgressMeter -        LG08:10215618              8.6               1058000         123147.4
11:43:06.177 INFO  ProgressMeter -        LG08:10301563              8.8               1140000         130147.9
11:43:44.916 INFO  ProgressMeter -        LG08:10304566              9.4               1143000         121532.2
11:43:54.981 INFO  ProgressMeter -        LG08:10386329              9.6               1220000         127446.9
11:44:09.352 INFO  ProgressMeter -        LG08:10411264              9.8               1237000         126067.8
11:44:19.409 INFO  ProgressMeter -        LG08:10498486             10.0               1320000         132267.2
11:44:56.674 INFO  ProgressMeter -        LG08:10517692             10.6               1336000         126027.2
11:45:06.680 INFO  ProgressMeter -        LG08:10634583             10.8               1426000         132433.7
11:45:26.096 INFO  ProgressMeter -        LG08:10692474             11.1               1467000         132266.4
11:45:36.108 INFO  ProgressMeter -        LG08:10785365             11.3               1543000         137056.7
11:46:14.020 INFO  ProgressMeter -        LG08:10813629             11.9               1569000         131959.8
11:46:24.064 INFO  ProgressMeter -        LG08:10900288             12.1               1651000         136928.5
11:46:43.093 INFO  ProgressMeter -        LG08:10923316             12.4               1671000         135035.4
11:46:53.233 INFO  ProgressMeter -        LG08:11032525             12.5               1748000         139354.7
11:47:32.779 INFO  ProgressMeter -        LG08:11067437             13.2               1782000         134973.1
11:47:44.173 INFO  ProgressMeter -        LG08:11135032             13.4               1845000         137763.3
11:48:03.383 INFO  ProgressMeter -        LG08:11153054             13.7               1863000         135859.5
11:48:13.465 INFO  ProgressMeter -        LG08:11238648             13.9               1935000         139401.9
11:48:53.320 INFO  ProgressMeter -        LG08:11275666             14.5               1971000         135510.8
11:49:04.044 INFO  ProgressMeter -        LG08:11330359             14.7               2025000         137533.2
11:49:25.629 INFO  ProgressMeter -        LG08:11358603             15.1               2053000         136109.3
11:49:35.729 INFO  ProgressMeter -        LG08:11424215             15.3               2113000         138541.0
11:50:16.434 INFO  ProgressMeter -        LG08:11450626             15.9               2139000         134273.1
